celltype.l1,celltype.l2,UMAP1,UMAP2
T cell,CD4 Memory,-2.638431404,6.186164573
T cell,CD8 Naive,-6.535509919,-5.053223416
B cell,Memory B,3.359492923,-12.46339969
Mono/DC,CD14 Mono,5.769867565,5.703844741
T cell,CD8 Naive,-7.196237896,-6.416157529
Mono/DC,CD14 Mono,7.757691051,4.882519439
B cell,Plasmablast,3.38185301,-9.09012489
T cell,CD8 Effector_2,-3.919860695,-3.38153176
T cell,CD4 Naive,-7.412770604,6.539558128
Mono/DC,CD14 Mono,8.311421062,4.412636474
T cell,CD4 Memory,-4.828040455,5.898961261
T cell,CD8 Naive,-7.151072834,-3.924274728
T cell,CD8 Naive,-7.813675259,-4.34108977
T cell,CD4 Naive,-8.777574871,6.379788116
T cell,CD4 Memory,-5.523481224,6.171900466
T cell,CD4 Memory,-3.360141848,7.490503505
T cell,CD4 Naive,-7.83170018,5.479970649
Mono/DC,CD14 Mono,6.44037738,6.650753215
T cell,CD4 Naive,-8.114641522,4.68925114
Progenitor cells,Prog_RBC,5.7218987,-5.46766977
T cell,CD4 Memory,-4.205255841,5.703286842
Mono/DC,CD14 Mono,6.120021488,3.786715701
B cell,Naive B,4.079611446,-11.64058952
Mono/DC,pDC,7.361199524,0.798031047
Mono/DC,CD14 Mono,7.835560943,6.50710316
Mono/DC,CD14 Mono,6.962722923,6.522209361
Progenitor cells,GMP,8.043006565,3.512511924
T cell,CD8 Naive,-4.054192875,-4.984614655
B cell,Naive B,4.166108276,-10.95158081
Mono/DC,CD14 Mono,8.072271015,6.656620219
T cell,CD4 Memory,-2.414089774,5.563597396
B cell,Naive B,3.023312952,-11.01778488
T cell,CD4 Naive,-8.434605931,4.548521713
T cell,CD8 Naive,-7.475962017,-4.250314995
T cell,CD4 Naive,-7.32795081,5.557398036
T cell,CD8 Effector_2,-4.161514614,-3.519274279
Progenitor cells,GMP,7.145859863,-0.520691395
Mono/DC,CD14 Mono,7.729282047,3.669950202
T cell,CD4 Naive,-5.670061444,4.722417548
T cell,CD8 Naive,-5.785123204,-4.373644158
T cell,CD4 Naive,-7.609880303,5.513305381
T cell,CD8 Naive,-7.317084645,-4.55286245
T cell,CD4 Memory,-3.399835204,3.75460358
T cell,CD4 Memory,-2.493153427,6.380641177
T cell,CD4 Naive,-6.855522965,5.139712528
Progenitor cells,Prog_Mk,7.021746303,-2.869702861
T cell,CD8 Naive,-7.985205983,-4.755036637
B cell,Memory B,2.779334928,-11.92016964
T cell,CD8 Naive,-7.145315502,-6.264951989
Mono/DC,CD14 Mono,5.965398933,4.156436637
T cell,CD8 Effector_1,-5.30295596,-3.568395182
T cell,Treg,-5.823927258,6.566897109
Mono/DC,CD14 Mono,8.588074352,-0.258178912
Progenitor cells,Prog_B 1,-8.918683384,6.930556014
T cell,CD8 Naive,-6.271269177,-4.946175858
Progenitor cells,Prog_B 1,3.134351875,-9.66798
Progenitor cells,Prog_B 1,3.282552864,-9.624579236
B cell,Memory B,2.162028457,-11.08164291
T cell,Treg,-3.582622383,6.179919914
T cell,CD8 Memory_2,-2.287473772,-2.605497405
B cell,Naive B,3.994477417,-11.84482555
T cell,CD8 Naive,-7.400244568,-3.840164468
Mono/DC,CD14 Mono,7.886163379,5.552959636
T cell,CD8 Memory_1,-4.607271527,-3.00021486
T cell,Treg,-3.058586453,5.263221935
Mono/DC,CD14 Mono,6.849917556,5.940880492
B cell,Memory B,3.137965824,-12.56953029
Mono/DC,pDC,6.931356098,0.623881653
T cell,CD4 Naive,-5.742718075,4.517444804
B cell,Memory B,3.336495783,-11.66613655
Mono/DC,CD14 Mono,6.721774723,6.24881573
B cell,Naive B,3.670634653,-11.89570121
NK,NK,1.553046014,-4.557778165
Mono/DC,CD14 Mono,6.428768779,5.639254287
B cell,Memory B,3.393712904,-12.53624515
T cell,CD4 Naive,-4.582925652,3.004411176
Mono/DC,cDC2,5.671226646,3.842785075
T cell,CD4 Memory,-3.734051798,6.404185966
T cell,CD4 Naive,-6.907565449,5.559368804
T cell,CD4 Memory,-2.784014796,5.509937003
Progenitor cells,Prog_RBC,5.915448333,-5.547559067
Progenitor cells,Prog_RBC,5.712617542,-5.584554955
B cell,Memory B,1.45983472,-11.13546543
T cell,Treg,-5.383470391,5.817846969
T cell,CD8 Naive,-7.078208302,-6.368574425
Mono/DC,CD14 Mono,7.746278907,5.439713672
Progenitor cells,Prog_RBC,6.936991359,-3.383267924
T cell,CD4 Memory,-2.273551796,6.320049957
T cell,CD4 Naive,-7.675474022,5.141358569
Mono/DC,CD14 Mono,8.890869762,5.062239364
T cell,CD8 Effector_1,-2.199915741,-1.739837453
Mono/DC,CD14 Mono,7.230412628,6.223936275
NK,NK,1.359841849,-3.973742768
T cell,CD8 Naive,-6.744100903,-6.028766915
Progenitor cells,Prog_B 1,2.768246318,-10.04903297
B cell,Memory B,1.818169142,-12.4980505
T cell,CD4 Naive,-7.400733326,5.95959492
T cell,CD8 Effector_2,-3.93224511,-3.34551315
Progenitor cells,Prog_B 2,3.443596269,-10.70127277
Mono/DC,CD14 Mono,6.130162384,4.634790138
T cell,CD4 Memory,-2.778272246,5.515387252
Mono/DC,CD14 Mono,7.237834121,4.903032974
Progenitor cells,GMP,6.453016903,-2.461407706
B cell,Memory B,2.70337906,-12.72791748
T cell,CD4 Naive,-7.831407402,6.987150863
T cell,CD4 Naive,-7.42317519,5.408928111
T cell,CD8 Naive,-7.568284844,-5.503096387
T cell,CD4 Naive,-7.257095192,1.803937629
T cell,CD4 Memory,-2.768863772,5.614561752
T cell,CD4 Memory,-2.713366841,5.432160095
Mono/DC,CD14 Mono,7.106330539,5.905345157
B cell,Naive B,3.858880188,-12.57540779
B cell,Memory B,2.181473161,-12.14575462
T cell,CD4 Naive,-7.773482178,5.734821513
T cell,CD4 Naive,-7.826923226,6.21907635
B cell,Naive B,3.800452854,-11.31950359
T cell,CD4 Memory,-4.967571591,5.423979476
B cell,Naive B,4.253528263,-12.06174831
Mono/DC,CD14 Mono,7.785230304,6.253311351
Mono/DC,CD14 Mono,7.550365593,2.954226926
T cell,CD8 Naive,-6.375753735,-5.402729794
T cell,CD8 Effector_2,-4.27759919,-3.308231637
Progenitor cells,HSC,6.965395118,-3.154690549
T cell,CD4 Memory,-4.856783245,5.666895107
B cell,Naive B,4.412995483,-12.01738338
Mono/DC,CD14 Mono,6.733759071,3.948007777
Progenitor cells,Prog_DC,7.942888881,2.104709342
T cell,CD8 Naive,-6.394718026,-5.717917248
T cell,CD4 Memory,-2.480072831,6.129627422
B cell,Memory B,3.772725965,-12.30300121
NK,NK,1.287961628,-3.357894942
NK,NK,1.237395312,-4.384873196
T cell,CD8 Naive,-7.032720898,-3.343188807
B cell,Naive B,2.76743045,-11.23889045
Mono/DC,CD14 Mono,6.986977245,5.887716487
Mono/DC,CD14 Mono,5.519707824,5.471180156
Progenitor cells,Prog_RBC,6.665012027,-4.421110436
T cell,CD8 Naive,-7.888856266,-4.928568169
B cell,Memory B,2.130345728,-10.73878269
T cell,CD4 Naive,-7.130852555,4.631270602
B cell,Naive B,2.286580469,-10.78836898
T cell,CD4 Naive,-8.023548458,6.388727382
Mono/DC,cDC2,-2.001639937,7.212266162
T cell,CD8 Naive,-6.768955563,-4.625674531
B cell,Memory B,1.863901045,-10.99766903
Mono/DC,CD14 Mono,7.578958656,6.265847877
T cell,CD8 Effector_1,-3.260537957,-3.611738965
B cell,Naive B,3.577832605,-10.44770507
T cell,CD4 Memory,-2.556127404,5.868732169
Mono/DC,CD14 Mono,7.622593547,5.14830704
T cell,CD4 Naive,-4.616884564,4.55520697
T cell,CD8 Effector_1,-3.620420788,-3.821155831
B cell,Naive B,2.811324026,-11.29452209
T cell,CD4 Memory,-3.530175064,3.70489426
T cell,CD8 Naive,-7.408237789,-5.081803128
Mono/DC,CD14 Mono,7.11597171,5.303342059
T cell,MAIT,-3.796596621,-0.978617355
Mono/DC,CD14 Mono,8.898562099,4.737099841
Mono/DC,CD14 Mono,7.866342689,5.638962463
B cell,Naive B,2.995741989,-10.5898302
B cell,Memory B,1.433553244,-10.87639789
T cell,CD8 Naive,-6.843952034,-4.806862637
T cell,CD4 Naive,-6.085538243,5.514941409
T cell,CD8 Naive,-7.322612618,-3.94217138
B cell,Plasmablast,2.434130098,-10.79836063
T cell,CD8 Naive,-7.57444701,-4.261023566
T cell,CD4 Naive,-6.835852478,6.332408145
T cell,CD4 Naive,-6.681852673,4.332634166
Mono/DC,CD16 Mono,7.709635879,2.897578433
T cell,CD8 Naive,-6.968044613,-4.626705929
Mono/DC,CD14 Mono,5.099410679,0.866400674
T cell,CD4 Memory,-3.284590338,6.021336273
T cell,CD4 Memory,-2.423531626,7.13658829
Mono/DC,CD14 Mono,7.971101905,6.513690666
Progenitor cells,Prog_RBC,6.157111789,-5.069579884
T cell,CD4 Memory,-2.599922512,5.471120075
Mono/DC,CD14 Mono,5.044463302,0.804195598
Mono/DC,CD14 Mono,7.107483055,6.824491695
T cell,MAIT,-4.478035305,-0.67813079
T cell,CD4 Naive,-4.599078511,3.074458555
Mono/DC,CD14 Mono,8.50343671,6.526427463
Progenitor cells,Prog_RBC,5.834267761,-5.387372777
T cell,CD4 Memory,-2.542598341,5.372693733
T cell,CD4 Naive,-8.269196843,6.979714111
T cell,CD4 Memory,-1.843965147,6.676603988
Mono/DC,CD14 Mono,5.866568233,4.541461185
Mono/DC,CD14 Mono,7.3147985,5.016571716
Mono/DC,CD14 Mono,8.125260975,6.632280067
Mono/DC,CD14 Mono,7.086011554,4.793922618
B cell,Naive B,4.136843826,-11.93527202
T cell,CD4 Memory,-3.451367234,6.525452331
Mono/DC,CD14 Mono,3.829408552,1.372154072
Mono/DC,CD14 Mono,5.183786537,5.452192024
T cell,CD4 Memory,-3.537271117,3.765406326
B cell,Memory B,3.102866556,-11.49506931
Mono/DC,CD14 Mono,8.054366733,5.569152072
Mono/DC,CD14 Mono,7.51306596,4.233264163
Mono/DC,CD14 Mono,7.312100078,4.350417331
Mono/DC,CD14 Mono,6.118794586,3.064817146
Progenitor cells,Prog_Mk,6.393269207,-4.652836606
T cell,CD4 Naive,-7.142366742,5.302627281
Mono/DC,pDC,6.901842262,-0.324653342
T cell,CD4 Naive,-6.926831101,4.536678985
NK,NK,1.604470874,-5.329965874
T cell,CD4 Naive,-6.961898659,4.544082835
Mono/DC,CD14 Mono,7.571271087,5.235326961
Mono/DC,CD14 Mono,7.302035476,5.158940986
Mono/DC,pDC,6.965519096,0.591646329
Mono/DC,CD14 Mono,7.14091077,6.477674201
Progenitor cells,LMPP,6.840235855,-2.46399717
NK,NK,1.207206036,-4.258634373
T cell,CD8 Naive,-6.976371144,-6.111200616
T cell,CD4 Naive,-8.892699574,5.784589961
Mono/DC,CD14 Mono,8.08561578,6.416726783
Mono/DC,CD14 Mono,5.774223472,2.770740464
B cell,Naive B,3.157240774,-10.71783237
Mono/DC,CD14 Mono,5.709389354,4.328399852
Mono/DC,CD14 Mono,3.86875024,1.439803913
T cell,CD4 Memory,-2.912194107,4.951039508
T cell,CD4 Naive,-8.077967976,4.313143924
T cell,gdT,-3.304574345,-1.232119009
Progenitor cells,Prog_Mk,6.468569423,-2.691033885
T cell,CD8 Naive,-7.060690735,-5.323599622
T cell,CD4 Memory,-6.988603447,1.547848657
T cell,CD4 Memory,-4.544804905,6.112172321
Progenitor cells,GMP,6.683818962,-0.217567637
Progenitor cells,Prog_RBC,3.661049034,-0.193902939
B cell,Memory B,1.897781874,-12.18246059
B cell,Memory B,3.007705356,-12.44849662
T cell,CD4 Memory,-3.337022875,5.010536388
T cell,CD4 Naive,-5.191519593,6.21814175
B cell,Memory B,2.182042267,-10.15695648
T cell,CD8 Naive,-7.926354264,-4.413773343
Mono/DC,CD14 Mono,6.743219043,4.46498318
T cell,CD4 Naive,-7.024291371,1.679161742
T cell,CD4 Memory,-2.734733914,7.260183528
Mono/DC,CD14 Mono,8.339157726,6.413304046
NK,NK,1.955211784,-4.09879522
Progenitor cells,GMP,7.062555935,0.284645632
Mono/DC,CD14 Mono,5.615938331,6.082334235
T cell,CD4 Naive,-6.923458432,5.3295867
T cell,CD8 Naive,-7.107251976,-5.773287579
Mono/DC,CD14 Mono,8.014347698,5.269607261
T cell,CD8 Naive,-6.295358513,-5.532594487
B cell,Memory B,2.097107555,-12.08091907
T cell,CD4 Naive,-8.740170811,5.122649864
Mono/DC,CD14 Mono,5.693285133,4.873358444
T cell,CD4 Naive,-7.458120678,7.270884231
NK,NK,1.0492548,-5.244284436
T cell,CD8 Naive,-6.726439331,-5.341908261
T cell,Treg,-4.00602517,6.821524337
B cell,Memory B,2.888597633,-12.55327491
NK,NK,1.131378795,-5.316654011
B cell,Memory B,4.109327938,-10.81391315
Progenitor cells,Prog_RBC,6.024520065,-5.168939397
T cell,CD4 Naive,-6.463961933,6.186241344
T cell,MAIT,-3.980186795,-0.816488013
Mono/DC,cDC2,4.175445224,1.048194125
T cell,CD4 Naive,-7.624221657,5.064652637
T cell,CD8 Naive,-6.337689732,-4.064766928
NK,NK,0.577432717,-3.450534865
B cell,Naive B,2.660373832,-11.48626403
Mono/DC,CD16 Mono,8.591035511,1.676492408
Mono/DC,CD14 Mono,7.510089542,4.335846141
Mono/DC,CD16 Mono,8.229802753,2.412805274
T cell,CD4 Memory,-2.580937003,5.976735786
Mono/DC,CD14 Mono,3.987836029,1.581833318
Mono/DC,CD14 Mono,7.647736217,2.816754535
Progenitor cells,LMPP,6.686607505,-2.176057979
Mono/DC,CD14 Mono,7.451217319,3.008409932
T cell,CD4 Memory,-2.285856579,6.301492408
T cell,CD8 Naive,-6.973931168,-5.732183263
T cell,CD8 Memory_2,-4.892284249,-1.999392912
Progenitor cells,GMP,6.822214748,0.73952575
T cell,CD4 Naive,-7.206264351,6.740509227
Mono/DC,CD14 Mono,5.910605575,3.957806304
T cell,CD8 Naive,-6.909752701,-4.533218667
B cell,Memory B,3.738281633,-11.58664016
T cell,CD4 Naive,-7.350183819,5.138048843
T cell,CD8 Effector_1,-4.084334706,-3.884970471
T cell,CD8 Naive,-5.520189141,-3.73532848
NK,NK,1.397750403,-3.510802314
Progenitor cells,Prog_RBC,2.64736786,-0.590508684
Mono/DC,cDC2,8.124701168,4.337671474
T cell,CD8 Naive,-4.425672863,-4.98672609
Mono/DC,CD14 Mono,5.326775219,5.161483959
Mono/DC,CD16 Mono,8.402748729,2.25999327
Mono/DC,CD14 Mono,6.726762916,4.378875926
T cell,CD8 Memory_2,-2.231519554,-2.824647233
T cell,CD4 Naive,-7.066778515,5.662831023
Mono/DC,CD14 Mono,8.434493686,6.079140857
T cell,CD4 Naive,-4.729725693,2.919208482
Mono/DC,CD14 Mono,7.60561576,6.019962028
Progenitor cells,HSC,4.877378132,-0.697055355
T cell,CD8 Memory_1,-4.649649475,-2.330871627
T cell,CD8 Memory_1,-4.974680756,-3.703192994
T cell,gdT,-3.264307116,-1.749963447
B cell,Naive B,3.337834264,-10.61448364
Progenitor cells,LMPP,6.934514667,-0.960962579
T cell,CD4 Naive,-6.633279179,5.202102378
Progenitor cells,Prog_RBC,6.670796062,-3.807160422
B cell,Naive B,3.025170709,-11.53199463
T cell,CD4 Naive,-7.972160672,5.957455829
T cell,CD8 Naive,-7.734456871,-5.739538953
Mono/DC,CD14 Mono,5.337729599,3.562974885
Mono/DC,CD16 Mono,8.292881633,2.677825645
T cell,CD4 Memory,-2.439488743,6.057294086
T cell,CD4 Memory,-2.538552378,5.609943107
T cell,CD4 Memory,-2.651764248,5.851800159
T cell,CD8 Naive,-6.900380944,-4.551683709
Mono/DC,CD14 Mono,7.124045517,4.728168681
Mono/DC,CD14 Mono,8.547675754,5.925806239
T cell,CD4 Memory,-2.116830204,5.248052314
Mono/DC,CD14 Mono,7.662899162,6.017584995
B cell,Naive B,4.23648658,-12.03037624
B cell,Naive B,3.917025472,-11.71417598
Mono/DC,CD14 Mono,7.800707008,6.275264934
T cell,Treg,-6.84497342,6.391527847
T cell,CD4 Naive,-8.710466717,5.213530257
T cell,CD4 Naive,-8.102562283,5.012522891
Mono/DC,CD14 Mono,7.305936004,6.000020221
T cell,CD4 Naive,-6.81723151,5.178890422
T cell,CD8 Memory_2,-2.228596066,-3.041044041
T cell,CD8 Naive,-6.933810566,-5.054436967
T cell,CD8 Naive,-7.083665703,-5.254063889
T cell,CD4 Naive,-7.570367668,6.368011668
T cell,CD8 Effector_1,-3.61182699,-3.654992387
Progenitor cells,LMPP,6.778933193,-0.870524093
Mono/DC,CD14 Mono,8.567459728,6.02820845
Progenitor cells,Prog_RBC,6.379240657,-4.229456231
T cell,CD8 Naive,-6.747464512,-6.025948331
Progenitor cells,Prog_Mk,6.490128185,-2.5843039
T cell,CD8 Naive,-6.27550063,-3.799107835
B cell,Memory B,2.626674558,-12.49575882
T cell,CD8 Naive,-6.644482945,-3.468713567
T cell,CD8 Naive,-6.05715165,-4.511977479
Mono/DC,cDC2,6.338601734,3.856781677
T cell,CD4 Memory,-1.612570737,6.039045051
Mono/DC,CD14 Mono,7.269802715,3.909980968
B cell,Naive B,3.737128402,-11.13038521
Progenitor cells,Prog_RBC,6.089874889,-5.337698266
B cell,Naive B,4.002858545,-11.17478733
T cell,CD4 Naive,-8.135747288,6.181116298
T cell,CD4 Memory,-3.75832424,7.007868961
T cell,CD4 Memory,-6.021285866,5.380497649
Progenitor cells,Prog_RBC,6.251896049,-5.340081498
T cell,CD4 Naive,-7.578973626,6.737167075
Progenitor cells,Prog_RBC,5.971238281,-5.329855248
Mono/DC,CD14 Mono,7.017536308,5.482839778
Mono/DC,CD14 Mono,7.393770839,3.723901943
T cell,CD8 Naive,-6.279269074,-5.318149373
B cell,Naive B,4.027654316,-12.17465
Mono/DC,CD14 Mono,5.780235435,5.178330138
T cell,CD8 Memory_1,-4.650580738,-2.486475512
Mono/DC,CD14 Mono,7.080890323,6.500503734
B cell,Memory B,2.015603806,-12.43619518
T cell,CD8 Naive,-6.640608643,-3.757774159
Mono/DC,CD16 Mono,8.222638752,1.951621488
B cell,Memory B,3.572952415,-12.24847965
T cell,CD4 Naive,-7.007560109,5.130350307
Mono/DC,CD14 Mono,7.50897422,6.145632938
T cell,CD4 Naive,-6.434611653,4.739713386
T cell,CD8 Naive,-6.844879006,-6.440890595
T cell,CD8 Memory_1,-4.875768994,-2.291662976
B cell,Memory B,3.374901201,-12.55832176
T cell,CD8 Naive,-6.997535561,-4.934765622
B cell,Memory B,2.284800913,-11.33235244
Progenitor cells,HSC,6.277793552,-2.178648636
T cell,CD8 Naive,-6.214013432,-4.357775494
T cell,CD8 Naive,-8.028944348,-5.224776074
T cell,CD4 Naive,-7.482749317,5.496602252
T cell,CD8 Naive,-6.556974743,-4.939120576
Mono/DC,CD16 Mono,8.898466732,1.086490944
Progenitor cells,HSC,6.895127441,-2.265145942
T cell,MAIT,-4.602978085,-0.261736423
Mono/DC,CD14 Mono,8.002934601,6.252597049
T cell,CD4 Memory,-3.491726254,3.783781245
T cell,CD4 Naive,-7.391292904,6.230387405
T cell,CD8 Effector_1,-3.158894633,-2.348775431
T cell,CD4 Memory,-3.441783999,5.962309078
T cell,CD8 Naive,-7.168062065,-5.420792386
T cell,CD4 Naive,-5.93277583,5.084950641
T cell,CD4 Memory,-2.803636406,5.902609065
B cell,Naive B,3.63631549,-12.07545643
Mono/DC,CD14 Mono,8.854673053,5.308523372
T cell,CD4 Naive,-6.716044281,6.177602485
B cell,Naive B,3.381917383,-11.21713237
Mono/DC,CD14 Mono,6.785867359,5.590064719
T cell,CD8 Naive,-7.871789311,-4.811346337
B cell,Naive B,3.091417696,-11.56565838
T cell,CD4 Memory,-2.258648012,5.590577796
Mono/DC,CD14 Mono,6.017607357,5.791332916
Mono/DC,CD14 Mono,8.108728077,6.060345367
NK,NK,1.820588733,-4.379536435
NK,NK,1.448302414,-2.277892992
T cell,CD8 Naive,-6.05190215,-3.415683791
T cell,CD4 Naive,-8.214362477,6.923137382
T cell,CD8 Naive,-7.745944355,-5.368761822
Mono/DC,CD16 Mono,8.078955318,2.700146154
Mono/DC,CD14 Mono,6.088325645,5.946883395
B cell,Naive B,3.758810426,-11.13960247
T cell,CD4 Naive,-6.629417752,5.462761119
T cell,CD8 Naive,-7.422340248,-5.445878789
T cell,CD8 Naive,-7.978949879,-4.269058034
T cell,CD4 Naive,-6.239562367,6.027665809
B cell,Naive B,3.775970127,-11.48954944
T cell,CD8 Naive,-6.893733834,-5.346240803
Progenitor cells,HSC,2.027375724,-8.688514516
B cell,Memory B,2.083146001,-11.001931
NK,NK,2.01934364,-4.653407857
Mono/DC,CD14 Mono,6.621558334,3.254922107
B cell,Memory B,2.114176895,-11.27684669
T cell,CD4 Memory,-2.931704138,6.774079994
T cell,CD8 Naive,-6.685985897,-4.104840323
T cell,CD8 Naive,-6.762453411,-5.061589047
T cell,CD8 Naive,-6.118529652,-4.755327508
Mono/DC,CD14 Mono,7.196301605,6.221540645
Mono/DC,CD14 Mono,7.600126888,4.757769302
Progenitor cells,GMP,8.67152753,4.095221236
T cell,CD4 Naive,-8.785786961,6.107959464
T cell,CD8 Naive,-6.503581856,-3.907894179
T cell,CD4 Memory,-4.185180519,7.169004634
T cell,CD4 Naive,-8.401030873,6.413657382
B cell,Naive B,3.240582849,-11.97624473
B cell,Naive B,4.257606174,-11.62629108
NK,CD56 bright NK,2.166232731,-4.93073158
T cell,CD8 Naive,-4.530134056,-4.802049443
Mono/DC,CD14 Mono,3.898173238,1.385856107
T cell,CD8 Memory_2,-2.667930697,-2.404178187
B cell,Naive B,4.245561268,-12.33166294
T cell,gdT,-3.788591002,-0.623695716
B cell,Naive B,2.823051597,-11.24757557
T cell,CD4 Memory,-3.446554516,7.069774345
T cell,CD4 Naive,-7.360922192,6.819832996
Mono/DC,CD14 Mono,6.327250148,5.964956001
Mono/DC,cDC2,5.770803596,4.273402885
Progenitor cells,Prog_RBC,6.441481735,-3.387893721
Progenitor cells,Prog_RBC,5.796411659,-5.664533421
NK,NK,1.793021943,-4.343655869
Mono/DC,CD14 Mono,6.169310238,2.690321401
Mono/DC,CD14 Mono,6.500887539,5.714832977
T cell,CD8 Naive,-7.908244465,-5.279556081
Mono/DC,CD14 Mono,5.88163438,4.083715156
Progenitor cells,GMP,7.906680729,3.114550069
T cell,CD8 Naive,-7.906743382,-4.859998032
Mono/DC,cDC2,6.764469768,5.974366859
T cell,CD8 Naive,-6.553398465,-5.500350758
T cell,CD4 Naive,-7.435275887,1.609999731
B cell,Naive B,2.886725094,-12.26384334
B cell,Naive B,2.357047702,-10.93888263
Progenitor cells,Prog_B 2,3.544547702,-9.709859654
B cell,Memory B,1.769605781,-10.94170456
Progenitor cells,Prog_B 1,3.136304285,-9.608000561
T cell,gdT,-3.708659266,-0.231610656
Mono/DC,CD14 Mono,7.806849624,6.187596038
Mono/DC,CD14 Mono,5.896793987,6.388346866
Mono/DC,CD14 Mono,8.025756027,4.908435062
T cell,CD4 Naive,-8.204556797,4.398935989
NK,CD56 bright NK,-4.597282742,-3.432665393
T cell,CD4 Naive,-8.533376072,6.031705573
Mono/DC,CD14 Mono,7.556723262,4.899533466
Mono/DC,CD14 Mono,5.492499019,3.953718379
T cell,CD4 Memory,-2.542231415,7.250567153
T cell,CD8 Effector_1,-2.697815035,-3.546907231
Mono/DC,CD14 Mono,6.665288116,5.933214858
T cell,CD8 Naive,-6.695171688,-4.746493623
B cell,Memory B,2.313528444,-12.00937824
Mono/DC,CD14 Mono,8.471582081,5.247217849
Mono/DC,CD14 Mono,5.557916786,4.361578182
T cell,CD4 Memory,-3.84450898,6.295156196
T cell,CD4 Naive,-7.948131893,5.371791557
B cell,Plasmablast,3.473410274,-8.965332791
T cell,CD4 Naive,-7.560030316,6.007124141
T cell,CD4 Naive,-7.528550957,6.86030598
Mono/DC,CD14 Mono,8.216792728,5.311528877
T cell,CD4 Naive,-6.730835293,6.440789417
B cell,Memory B,3.331912901,-13.03162841
Mono/DC,CD14 Mono,8.018512394,2.69602032
T cell,CD4 Naive,-6.90626416,5.499129966
T cell,CD8 Memory_2,-2.317458247,-2.603908107
T cell,CD8 Effector_1,-2.373756264,-3.6585875
T cell,Treg,-5.468318795,5.987197593
T cell,CD8 Memory_2,-4.105417584,-2.260922834
T cell,CD4 Naive,-8.610596035,4.709993079
Mono/DC,CD14 Mono,6.238182212,5.559009269
B cell,Naive B,2.579524662,-10.687434
B cell,Naive B,3.179097559,-12.43476467
T cell,CD4 Naive,-6.658554886,6.158179477
T cell,CD8 Naive,-7.047062252,-5.749400899
T cell,CD4 Naive,-4.515623902,2.91437836
T cell,CD4 Memory,-4.740182732,-0.949861452
T cell,CD4 Memory,-3.73093829,6.377560333
Progenitor cells,Prog_B 2,2.681162264,-10.12721519
Progenitor cells,Prog_RBC,5.799336578,-5.448528096
Mono/DC,CD16 Mono,8.236332561,1.971843675
T cell,CD4 Naive,-7.272578572,5.850436881
T cell,CD8 Naive,-7.219089363,-5.028551385
Mono/DC,CD14 Mono,6.953043129,4.074969486
T cell,CD4 Memory,-4.24876294,5.206777766
T cell,CD4 Memory,-3.784345959,6.004727557
Mono/DC,CD16 Mono,6.634635593,1.80539842
Mono/DC,CD14 Mono,5.15205064,5.530359462
T cell,CD8 Effector_1,-2.532597159,-3.606936261
Mono/DC,CD14 Mono,6.653717662,6.646412566
Mono/DC,CD14 Mono,7.490065242,6.236517623
T cell,CD4 Memory,-3.243587349,6.326602176
T cell,CD4 Naive,-6.602883671,5.086439803
B cell,Memory B,2.668130542,-12.7165678
T cell,CD4 Naive,-7.248399113,5.286132053
Mono/DC,CD14 Mono,8.001402523,6.38610287
T cell,CD4 Naive,-6.942932938,5.880698875
Progenitor cells,GMP,7.854267742,5.103859618
T cell,CD4 Memory,-3.368191574,5.908573821
T cell,gdT,-3.496793841,-0.132148757
T cell,CD4 Memory,-3.352755879,6.344584659
T cell,CD8 Naive,-7.379510258,-4.14109616
T cell,CD8 Naive,-6.524471138,-5.147843167
NK,NK,1.279555942,-4.094056412
Mono/DC,pDC,6.781901981,0.084765598
Mono/DC,cDC2,6.270275737,3.232714132
T cell,CD8 Naive,-7.464394902,-5.052685544
B cell,Naive B,3.334018613,-10.71026783
T cell,CD4 Naive,-6.869707917,5.433106139
Mono/DC,CD14 Mono,8.734866764,-0.3834091
T cell,CD4 Memory,-3.606865261,3.719408229
B cell,Naive B,3.633081342,-11.79662971
Mono/DC,CD14 Mono,6.322124626,6.410174087
B cell,Naive B,3.296966697,-11.82123165
T cell,CD8 Naive,-6.188071106,-5.399369046
T cell,CD8 Naive,-6.587803219,-5.316288277
B cell,Naive B,2.84017935,-10.20928268
T cell,CD4 Memory,-4.973391865,5.870351508
Mono/DC,CD14 Mono,6.567586567,5.633895591
T cell,CD4 Naive,-7.363777016,5.349734977
T cell,CD4 Naive,-6.968245838,4.95386
T cell,CD4 Naive,-8.521778439,5.751122669
Mono/DC,CD14 Mono,5.559195186,5.719863132
T cell,CD8 Naive,-7.806306218,-5.032121464
Mono/DC,CD14 Mono,8.0965611,6.673838809
T cell,Treg,-6.551125382,6.322906688
T cell,CD4 Naive,-8.033125256,6.23013182
T cell,CD8 Naive,-7.372438763,-4.049434468
Mono/DC,CD14 Mono,8.153677608,4.271384433
T cell,CD8 Naive,-7.645461415,-4.977515504
Progenitor cells,GMP,8.261018421,4.282890991
Progenitor cells,Prog_RBC,2.641261007,-0.652053758
B cell,Memory B,2.848476078,-11.45986442
NK,NK,1.419233586,-3.911847398
T cell,CD8 Memory_1,-4.915335034,-2.585316941
Progenitor cells,HSC,7.060187961,-3.171745106
T cell,CD8 Naive,-6.124206875,-3.577853247
B cell,Memory B,2.086836483,-12.59021072
B cell,Naive B,4.138590004,-11.46426563
T cell,Treg,-3.607995842,7.002325729
