celltype.l1,celltype.l2,UMAP1,UMAP2
T cell,CD4 Naive,5.167007115,3.15755746
Mono/DC,CD14 Mono,-6.971846435,3.127382727
T cell,MAIT,7.409619477,-1.936168818
B cell,Memory B,0.529062029,-11.60843685
T cell,CD8 Naive,3.701772597,7.088292332
Progenitor cells,Prog_B 1,-5.240675781,-8.195995597
T cell,CD4 Memory,3.759557392,1.922142478
T cell,CD8 Naive,3.881604817,3.611207457
T cell,CD4 Naive,5.358828213,5.204080315
B cell,Naive B,-1.638756011,-12.97155312
Mono/DC,CD14 Mono,-8.340104435,0.472723665
Progenitor cells,Prog_B 2,-5.894370888,-8.125256805
Mono/DC,CD14 Mono,-6.683602665,3.204479905
T cell,CD4 Naive,6.078842785,3.592475625
Mono/DC,CD14 Mono,-9.710827205,5.690714093
Progenitor cells,LMPP,-7.001367901,-5.063251285
T cell,CD8 Memory_2,5.755222466,-5.153221873
Mono/DC,CD14 Mono,-7.723432396,3.005656453
B cell,Memory B,-0.09223238,-11.34045437
T cell,CD8 Memory_1,2.328584101,3.250775309
T cell,CD8 Naive,4.603007462,4.856688233
T cell,CD4 Naive,0.308607116,-12.8135474
T cell,CD4 Naive,2.745748188,1.895543667
T cell,CD4 Memory,5.778426316,3.15371153
T cell,CD4 Naive,4.238832142,3.965280982
T cell,CD4 Memory,8.110056069,1.537969323
T cell,CD4 Memory,7.101149704,2.279170247
B cell,Memory B,-0.149743948,-10.44299057
T cell,CD4 Naive,6.656774666,3.909548732
Mono/DC,CD14 Mono,-9.601704929,4.144417973
T cell,CD4 Memory,5.45952573,0.399941446
Mono/DC,CD16 Mono,-8.41895232,8.190470429
Mono/DC,CD14 Mono,-9.522254322,5.747237893
Mono/DC,CD14 Mono,-6.704181049,3.11952612
T cell,CD4 Naive,6.326434757,3.9800379
T cell,Treg,3.450836327,2.151486369
B cell,Naive B,-2.027670954,-12.50564697
Progenitor cells,Prog_DC,-11.72922454,1.462355109
Progenitor cells,GMP,-8.543871258,-2.156275539
T cell,CD8 Naive,4.287041332,7.154434892
Mono/DC,CD14 Mono,-8.133582447,4.02047083
B cell,Naive B,-1.422794197,-11.89079407
Mono/DC,CD14 Mono,-7.860312794,2.416020366
NK,NK,8.340088513,-4.840961246
T cell,CD4 Memory,6.138844635,4.201391431
B cell,Naive B,-1.785307024,-10.87035778
B cell,Naive B,-2.106613729,-12.52763966
T cell,CD4 Naive,5.07903352,3.48503563
Mono/DC,CD14 Mono,-7.898924206,4.495671006
B cell,Naive B,-2.001394365,-12.77060726
T cell,Treg,7.037610199,2.476089688
T cell,MAIT,7.648174908,-2.136653213
T cell,CD8 Naive,2.878876116,5.618941518
T cell,CD4 Naive,4.867911961,4.215434285
Mono/DC,CD14 Mono,-9.579730366,5.612217637
NK,CD56 bright NK,8.783200886,-4.324383525
B cell,Naive B,-2.145937059,-11.7650359
T cell,CD4 Memory,4.687343266,0.200771036
T cell,CD4 Memory,7.823586609,2.020438286
NK,NK,8.464808132,-6.036439685
T cell,CD4 Memory,8.245086338,1.707285496
T cell,CD8 Memory_1,5.605893757,-1.354495434
Mono/DC,CD16 Mono,-8.435685489,8.626360627
T cell,CD4 Naive,2.036778595,1.736660214
T cell,CD8 Naive,4.745536949,6.518396588
B cell,Plasmablast,-2.477387283,-6.725098399
T cell,CD4 Naive,4.113459255,3.571110221
Progenitor cells,Prog_B 1,-5.31394038,-8.112512855
T cell,CD8 Naive,3.406433251,5.061097356
Mono/DC,CD14 Mono,-9.51440749,5.047970982
Mono/DC,CD14 Mono,-8.819056843,1.719908806
T cell,CD4 Naive,5.388111737,4.319922181
Progenitor cells,Prog_B 2,-5.751713608,-8.285869865
Mono/DC,CD14 Mono,-9.25365958,7.163543912
NK,NK,8.011596825,-6.763746051
Mono/DC,cDC2,-11.14444098,3.93433735
Progenitor cells,Prog_RBC,-5.166304443,-3.955158023
Mono/DC,CD14 Mono,-9.17586932,5.317728253
T cell,CD8 Naive,3.932432797,6.402431222
T cell,CD4 Naive,3.974187519,2.381031962
Mono/DC,CD14 Mono,-7.917276714,4.675705167
Mono/DC,pDC,-9.552589748,-6.009875087
Mono/DC,cDC2,-12.38758025,2.865658255
T cell,CD4 Naive,3.821510699,3.418034526
T cell,CD4 Naive,6.492264893,4.487625333
T cell,CD4 Naive,4.966622498,4.913905354
T cell,CD4 Naive,4.856297161,3.527501794
T cell,CD8 Naive,4.034792092,7.424374314
B cell,Memory B,-0.523066077,-10.9121888
Mono/DC,cDC2,-9.331575725,5.821915837
T cell,CD8 Naive,5.004388478,5.391767712
T cell,MAIT,5.765453007,-1.270580677
Mono/DC,CD14 Mono,-9.397899006,4.914343091
Progenitor cells,GMP,-7.300595138,-0.363511501
Mono/DC,CD14 Mono,-9.210655544,4.905560227
T cell,CD4 Naive,2.384885695,1.365095707
T cell,CD8 Naive,3.28444853,5.101847382
B cell,Memory B,0.981039967,-12.36122539
T cell,CD4 Naive,5.115349915,4.472193452
T cell,CD8 Memory_2,7.657435562,-4.965746669
T cell,CD8 Naive,4.26000705,7.452390405
T cell,CD4 Naive,4.245335724,3.834345551
T cell,CD4 Memory,8.006910946,1.016277881
Mono/DC,CD14 Mono,-7.653551433,2.367844554
T cell,CD4 Naive,4.84036174,4.262696
NK,NK,7.568151142,-5.892980365
Mono/DC,CD14 Mono,-8.911504123,5.766795846
Mono/DC,CD14 Mono,-8.963511799,2.515780898
T cell,CD4 Memory,7.197195198,0.377378376
Mono/DC,CD14 Mono,-7.031084869,1.192331882
T cell,CD4 Naive,5.189379837,4.469961377
Progenitor cells,Prog_RBC,-2.110662077,-2.234189777
Mono/DC,CD14 Mono,-6.791135643,1.047722193
Progenitor cells,Prog_RBC,-2.901939008,-3.727574853
Mono/DC,CD14 Mono,-7.439679477,2.036955806
T cell,CD4 Memory,5.689156677,-1.179814009
Mono/DC,CD14 Mono,-8.958286617,3.995524379
Mono/DC,CD14 Mono,-8.680584286,4.354724618
Mono/DC,CD14 Mono,-9.77161536,4.664586755
T cell,CD4 Naive,5.727964546,3.808259936
Mono/DC,CD14 Mono,-10.03490767,5.924897881
B cell,Naive B,-1.49403939,-13.12188557
T cell,CD4 Naive,4.73375335,5.098824712
B cell,Memory B,1.576848056,-12.19011238
T cell,CD8 Naive,3.849548485,5.993434163
T cell,CD8 Effector_2,5.139011528,-3.122444896
T cell,CD4 Memory,8.186147358,1.424348565
T cell,CD4 Memory,6.921717789,0.982002886
Progenitor cells,Prog_RBC,-5.141769741,-3.987873344
Progenitor cells,HSC,-6.117769096,-5.454634933
Mono/DC,CD14 Mono,-9.370793674,4.816488
Mono/DC,CD14 Mono,-9.303954456,4.59784958
Mono/DC,CD16 Mono,-7.724845264,7.711134644
T cell,CD4 Memory,6.381573345,1.535588117
T cell,CD8 Memory_2,6.052219536,-3.125685004
Progenitor cells,GMP,-7.649037693,-2.36060193
Mono/DC,CD14 Mono,-10.6945785,5.351923676
Mono/DC,CD14 Mono,-8.685326908,5.355167599
T cell,CD4 Naive,4.656778958,5.358580323
T cell,CD8 Memory_2,5.942876961,-4.42397335
Progenitor cells,GMP,-7.655276153,-1.087675361
B cell,Memory B,1.650108959,-11.19874504
T cell,CD8 Naive,3.395012285,6.560023995
T cell,CD4 Naive,5.160661366,5.136685582
T cell,CD8 Naive,1.927184727,2.233677836
T cell,CD4 Memory,5.786388066,2.961392375
T cell,CD8 Memory_1,6.332398083,-1.649597196
Mono/DC,CD14 Mono,-9.213367794,3.395353766
T cell,CD8 Naive,4.734058048,5.912067624
Mono/DC,CD14 Mono,-7.261288498,2.193216296
NK,NK,8.721630718,-6.392699031
Progenitor cells,Prog_RBC,-2.345164869,-1.609283833
T cell,CD8 Naive,3.92129698,7.494039746
Mono/DC,CD14 Mono,-9.168192241,4.497210713
T cell,CD8 Naive,3.960775759,7.031005593
T cell,CD4 Naive,2.809736635,1.169171067
T cell,CD4 Naive,6.120067742,3.363337489
B cell,Memory B,1.383372214,-11.22767952
B cell,Naive B,-1.365832899,-13.15832832
Mono/DC,cDC2,-10.67089782,5.450646611
Mono/DC,CD14 Mono,-10.25459227,4.271929951
Mono/DC,CD14 Mono,-9.991583202,4.847378941
Mono/DC,CD14 Mono,-10.13253627,5.364156457
T cell,CD8 Naive,4.293360855,6.373049947
T cell,CD4 Naive,5.741890576,3.671295138
T cell,CD4 Memory,7.476233151,1.288989039
T cell,CD8 Naive,3.085360911,5.089359971
T cell,CD4 Naive,3.399465706,4.994017812
T cell,CD8 Memory_1,6.594337609,-2.691281823
T cell,CD4 Naive,4.874657776,3.476153823
Mono/DC,CD14 Mono,-7.305018757,5.320269318
B cell,Naive B,-1.727894876,-10.8239949
T cell,CD4 Memory,8.262702133,0.876072796
Mono/DC,cDC2,-9.895106647,2.818828078
T cell,CD4 Memory,4.749409344,2.865034076
T cell,CD4 Memory,6.873711254,1.501293989
T cell,CD8 Memory_2,5.854199078,-4.351100234
T cell,CD4 Naive,5.654236939,3.634369584
T cell,MAIT,7.402233746,-2.222736386
T cell,CD8 Naive,2.243518736,2.489976617
T cell,CD4 Memory,8.522030499,1.603737684
T cell,CD4 Naive,5.902240898,5.255699368
T cell,CD8 Memory_2,4.874838497,-2.91346219
Progenitor cells,Prog_RBC,-2.324073885,-1.697206883
T cell,CD4 Naive,4.48890033,3.832980128
T cell,CD4 Naive,2.029721286,1.72612414
T cell,CD8 Naive,4.332707073,7.055951806
B cell,Memory B,0.191466976,-12.39295795
T cell,CD8 Naive,3.648839857,6.057676526
T cell,CD4 Naive,4.508886006,3.583981486
T cell,Treg,4.620428707,3.965296956
Mono/DC,CD14 Mono,-7.972055767,3.233827563
NK,NK,8.146627571,-5.91296318
T cell,CD8 Effector_1,5.760690834,-5.214486865
T cell,CD4 Naive,3.768009093,2.584299298
T cell,CD8 Naive,3.926015284,5.933251591
B cell,Memory B,1.424139645,-12.07059696
B cell,Plasmablast,-2.834599827,-6.487927703
T cell,CD4 Memory,6.85418668,1.581153842
Mono/DC,CD14 Mono,-7.938906048,3.370669814
T cell,CD4 Naive,5.821022179,4.527889939
T cell,CD8 Memory_1,6.857320931,0.433401944
T cell,CD8 Effector_1,5.309629585,-2.301103381
T cell,CD8 Effector_2,4.791101601,-3.359932212
Mono/DC,pDC,-10.14215407,-6.394916801
B cell,Memory B,0.476939183,-11.18344334
T cell,gdT,7.464129593,-2.233973531
Progenitor cells,GMP,-7.304347847,-3.96858385
T cell,CD8 Naive,2.982368376,5.622385236
T cell,CD8 Naive,4.404731419,6.562606545
Mono/DC,CD14 Mono,-7.973771427,4.297169896
Progenitor cells,LMPP,-6.739214752,-5.70852497
T cell,CD4 Naive,6.695641186,4.642970773
Mono/DC,CD14 Mono,-8.743151996,1.034925373
B cell,Naive B,-1.432253335,-12.75002411
B cell,Naive B,-1.871933315,-12.44127014
Mono/DC,CD14 Mono,-9.696112964,2.689491483
NK,NK,7.984022763,-6.92597845
B cell,Naive B,-1.046258304,-12.04142883
Mono/DC,CD14 Mono,-9.039447162,3.201498957
T cell,CD8 Naive,3.545057442,6.738336297
B cell,Naive B,-2.032221172,-11.87235859
T cell,CD4 Naive,4.414503243,2.690484258
B cell,Naive B,-1.442320917,-12.76180771
T cell,CD8 Naive,2.437476303,2.755412074
Mono/DC,CD14 Mono,-7.797806118,3.924510213
T cell,CD4 Naive,2.88954654,1.274621578
Mono/DC,CD14 Mono,-8.43840823,6.949022981
T cell,CD4 Naive,5.089957382,4.366298409
Progenitor cells,HSC,-6.492499683,-6.132657317
T cell,CD4 Naive,3.137818005,2.295875045
T cell,CD4 Naive,3.670141127,2.822878333
T cell,MAIT,7.107421067,-1.805537371
T cell,CD8 Naive,3.57249489,6.782863351
T cell,CD4 Memory,7.819085743,1.728603216
Mono/DC,CD14 Mono,-9.551993702,6.058796616
T cell,CD8 Naive,2.677111294,2.51498458
T cell,CD4 Memory,7.619223263,0.406974943
T cell,CD8 Naive,3.724058535,4.373717995
Mono/DC,CD14 Mono,-8.456917141,2.335604163
B cell,Naive B,-2.22749624,-12.83003929
Mono/DC,CD16 Mono,-7.97059283,8.655394288
T cell,CD4 Naive,5.641928341,5.14711115
Mono/DC,CD14 Mono,-6.472447727,2.364990683
T cell,CD4 Memory,5.084237244,2.917805167
T cell,CD4 Memory,7.818180229,0.945023092
Mono/DC,CD14 Mono,-8.474667881,2.842030021
Mono/DC,CD14 Mono,-9.269716594,4.111978265
Mono/DC,pDC,-10.08613429,-6.473551063
T cell,CD4 Naive,4.64466491,3.453543874
B cell,Memory B,0.885905888,-11.12626007
Mono/DC,pDC,-9.919823978,-6.801370887
Mono/DC,CD14 Mono,-9.79559264,3.181377383
T cell,CD4 Naive,4.955006745,3.237126561
T cell,CD4 Memory,6.831253197,1.444849821
T cell,CD4 Naive,6.243573334,4.559144707
T cell,CD4 Naive,5.037932064,3.798364135
T cell,CD8 Naive,5.439259197,4.718683453
T cell,CD8 Memory_2,5.767837193,-4.866319923
Mono/DC,CD14 Mono,-8.968706463,1.385856481
Progenitor cells,Prog_RBC,-5.119778965,-3.924851922
T cell,CD8 Naive,1.782183554,3.063961955
T cell,CD4 Naive,4.454759743,5.498213979
Mono/DC,cDC2,-11.61565909,4.31386778
T cell,CD8 Naive,2.139094259,3.652410718
T cell,CD4 Memory,7.054569866,-0.941325573
T cell,CD4 Naive,5.712794926,4.038061591
T cell,CD4 Memory,7.495885517,2.105436059
Mono/DC,CD14 Mono,-8.803042743,2.249528857
Mono/DC,CD14 Mono,-8.363096569,5.2162492
NK,NK,8.057819512,-5.819394855
T cell,CD8 Effector_1,6.131356861,-1.971426515
Mono/DC,CD14 Mono,-8.621578548,2.688666316
Mono/DC,CD14 Mono,-6.832433555,2.417831155
Progenitor cells,Prog_B 1,-5.371292446,-7.862104205
T cell,gdT,7.394569065,-3.587782888
Mono/DC,CD14 Mono,-7.817176197,4.126833173
Mono/DC,pDC,-10.16499457,-6.432292728
Mono/DC,CD14 Mono,-7.748757694,4.392228337
B cell,Plasmablast,-2.580417011,-6.431595115
T cell,CD4 Memory,7.922152664,1.275584908
Mono/DC,CD14 Mono,-9.627776478,2.941215487
B cell,Naive B,-1.519739244,-12.72782352
T cell,CD4 Naive,7.362494137,3.584030839
Mono/DC,CD14 Mono,-6.803723667,3.130505534
Mono/DC,CD14 Mono,-9.20307288,4.330596658
Mono/DC,CD14 Mono,-9.106048916,2.058769794
T cell,CD4 Naive,3.352697756,2.132844897
Progenitor cells,Prog_Mk,-6.152159069,-4.639904765
T cell,CD4 Memory,7.487007763,1.947161766
B cell,Memory B,0.736208256,-11.25305775
T cell,CD4 Naive,4.945412304,3.31191084
T cell,CD8 Naive,4.810470726,6.603944035
B cell,Naive B,-0.789363716,-12.79396751
B cell,Memory B,0.933054771,-12.03986671
B cell,Naive B,-10.25114951,3.823736401
T cell,CD8 Memory_2,5.929389622,-4.921947269
T cell,CD8 Naive,1.880474474,1.821351381
T cell,CD4 Memory,8.024646904,1.718915077
B cell,Naive B,-1.955057714,-12.93109062
NK,NK,8.21067014,-6.589507369
T cell,CD4 Memory,6.462322857,4.239968034
T cell,CD8 Effector_1,5.60936084,-4.465113429
T cell,CD8 Memory_2,5.347876217,-3.975768356
Mono/DC,CD14 Mono,-7.573187683,2.622033091
B cell,Naive B,-1.45764396,-12.9969323
T cell,CD4 Memory,7.066847946,0.334344598
Mono/DC,CD14 Mono,-9.212334965,2.777435752
T cell,CD8 Naive,3.432674792,6.4963896
T cell,CD8 Memory_2,5.721121933,-4.845569877
T cell,gdT,7.636223938,-3.006955175
T cell,CD8 Naive,4.990193035,5.613281461
B cell,Naive B,-0.900965665,-12.82582024
Mono/DC,CD14 Mono,-7.366463516,4.226539822
Mono/DC,CD14 Mono,-6.863773201,3.296173306
T cell,CD8 Effector_1,5.627109196,-4.688470153
Progenitor cells,Prog_RBC,-3.985298488,-3.663273362
T cell,CD8 Naive,4.056511786,6.968963357
Mono/DC,CD14 Mono,-7.091166828,4.401780339
T cell,CD8 Memory_1,6.173766281,-5.177074222
T cell,MAIT,7.345349934,-2.50438693
T cell,CD8 Naive,4.642274525,6.085141869
NK,NK,8.411343243,-6.319494514
T cell,CD4 Memory,5.050758507,2.708867999
T cell,CD8 Naive,5.305836823,5.210073682
Progenitor cells,Prog_RBC,-3.36247382,-3.810092715
NK,NK,8.550497677,-4.834013728
T cell,CD4 Naive,4.606810715,3.648204776
Mono/DC,CD14 Mono,-10.17519698,4.971158238
T cell,CD4 Memory,7.125919964,3.153085442
T cell,CD4 Naive,4.514217522,3.931061002
Progenitor cells,LMPP,-7.226016853,-4.777768878
T cell,CD4 Naive,5.403768208,3.834866973
Mono/DC,CD14 Mono,-9.066926334,4.555451127
T cell,CD8 Naive,2.713440563,3.16359088
T cell,CD8 Naive,4.512691643,7.188049527
T cell,CD8 Naive,4.075581457,7.509234162
Mono/DC,CD14 Mono,-10.01416907,5.67422411
T cell,CD8 Memory_1,6.845620301,-0.653392402
T cell,CD8 Effector_1,5.665134098,-4.166663436
T cell,CD4 Naive,2.366664316,1.436197015
B cell,Naive B,-0.973942015,-12.0524638
B cell,Naive B,-1.675087188,-12.90763786
B cell,Memory B,1.262077,-11.21852806
T cell,CD4 Naive,4.230047133,3.502711745
B cell,Naive B,-1.710747216,-11.04105785
Mono/DC,CD14 Mono,-9.940484379,2.990107032
B cell,Memory B,1.224713649,-11.19736698
Mono/DC,cDC2,-11.52577147,3.536616774
T cell,CD8 Memory_1,5.800594952,-1.385163216
T cell,CD8 Naive,4.075891163,5.497581216
B cell,Naive B,-1.654450629,-12.36477497
B cell,Memory B,0.65417194,-10.66459015
T cell,CD4 Naive,3.479970362,1.6925945
T cell,CD4 Naive,4.688364174,3.983311864
T cell,CD8 Memory_1,6.837207939,-1.206128029
B cell,Memory B,0.805986132,-11.86107757
T cell,Treg,6.719632294,2.257282468
T cell,CD8 Effector_1,5.457862046,-3.616730479
Mono/DC,CD14 Mono,-7.634985779,4.092774125
T cell,CD4 Memory,6.121409561,0.699167283
Progenitor cells,LMPP,-7.270634506,-4.757390289
Progenitor cells,Prog_B 2,-5.813229416,-8.149871139
Mono/DC,cDC2,-11.93311152,2.753175469
T cell,CD8 Naive,5.05717149,5.119670602
T cell,CD8 Naive,3.714981701,6.723791333
Mono/DC,CD14 Mono,-7.549816463,0.504863056
T cell,CD4 Memory,6.82719579,1.565778585
T cell,CD4 Memory,7.456461575,-0.00281742
Progenitor cells,Prog_RBC,-3.218150709,-3.839007644
T cell,CD4 Memory,7.364630367,1.845927211
Mono/DC,CD14 Mono,-7.110948894,1.337994905
T cell,CD8 Effector_1,5.796712544,-2.712461499
Progenitor cells,Prog_B 2,-5.782024238,-8.220852164
T cell,CD8 Naive,5.271215107,4.339283677
Mono/DC,CD14 Mono,-9.03506789,6.524635526
T cell,CD4 Memory,6.78923526,0.428011151
T cell,CD4 Naive,4.276093151,2.796173545
T cell,CD4 Naive,3.636205103,2.390402289
Mono/DC,CD14 Mono,-8.067123745,2.307829352
Mono/DC,CD14 Mono,-8.044486377,3.882903548
Progenitor cells,LMPP,-7.272621963,-4.744610099
B cell,Naive B,-1.802239273,-12.46685341
T cell,CD8 Naive,5.151777413,5.874278279
Mono/DC,pDC,-10.13119254,-6.281072406
Mono/DC,cDC2,-12.15401301,3.486370536
NK,NK,7.845203068,-6.728287486
Mono/DC,CD14 Mono,-9.096770618,4.557923051
T cell,CD8 Naive,3.954048779,6.539827081
T cell,CD8 Naive,4.056089785,6.411472531
T cell,Treg,8.11443248,1.510282608
T cell,CD4 Naive,2.471226122,1.461276742
Mono/DC,CD14 Mono,-7.97049937,4.151557179
T cell,CD4 Naive,5.078340199,4.904864999
T cell,CD8 Memory_2,5.213239338,-2.83090928
B cell,Naive B,-1.472829435,-11.44667461
Progenitor cells,HSC,-6.17488179,-5.911869315
B cell,Memory B,1.72504821,-11.21586731
T cell,CD4 Memory,5.68781295,2.810127707
T cell,CD4 Naive,5.679208901,4.959440442
T cell,CD4 Memory,7.672354367,-2.706592349
T cell,gdT,7.582891133,-4.197294501
Mono/DC,CD14 Mono,-6.945903156,2.043282958
T cell,MAIT,7.441785004,0.282351779
NK,NK,8.537340786,-6.831576614
Progenitor cells,Prog_RBC,-5.0484179,-3.879504708
T cell,CD4 Memory,4.787791397,0.864541324
T cell,CD8 Effector_1,5.961784985,-4.121647624
T cell,CD8 Memory_1,5.743517067,-2.544678001
T cell,CD8 Naive,2.896822359,6.182501527
NK,NK,8.849724438,-6.385700492
B cell,Naive B,-0.926984523,-11.96787956
Progenitor cells,GMP,-7.752337787,-3.009439496
B cell,Memory B,1.123136248,-11.23775986
Mono/DC,CD14 Mono,-9.57027087,1.964602919
T cell,CD8 Effector_1,5.962746289,-5.078433303
T cell,CD4 Naive,6.130129006,4.257991525
T cell,CD4 Naive,5.149606373,4.01199648
B cell,Memory B,-0.247557078,-10.54203155
T cell,CD4 Naive,5.306363728,5.328413697
T cell,CD4 Naive,5.431990769,4.936148377
NK,NK,8.605063107,-6.696139602
Mono/DC,CD14 Mono,-7.213390682,4.542397233
B cell,Naive B,-1.415576551,-13.04943111
Mono/DC,CD14 Mono,-9.86476836,5.722471448
Mono/DC,CD14 Mono,-8.47529826,4.344176026
T cell,CD8 Naive,4.248882677,6.734408589
T cell,CD4 Naive,5.772591736,3.895476075
B cell,Naive B,-1.409273837,-12.69933346
Progenitor cells,LMPP,-6.45841584,-4.744787959
T cell,CD4 Naive,5.72658601,4.632967206
T cell,MAIT,7.077960636,-2.100257901
B cell,Memory B,1.27552947,-11.83531692
Progenitor cells,GMP,-8.574505184,0.040090026
T cell,CD4 Naive,5.455060627,3.940633508
NK,NK,8.220865395,-6.49374607
T cell,CD4 Naive,5.262117531,4.475397797
Mono/DC,CD14 Mono,-8.451380108,4.244252892
Mono/DC,CD14 Mono,-9.276051853,4.550943108
Mono/DC,CD14 Mono,-8.200710628,3.163577052
B cell,Naive B,-2.009448145,-12.33901813
T cell,CD8 Memory_2,7.248042729,-4.48645523
B cell,Memory B,-1.081019495,-10.51463154
T cell,CD8 Naive,3.287639525,6.938650819
T cell,CD4 Memory,6.800784733,0.159068035
B cell,Naive B,-1.044782136,-12.76408031
Progenitor cells,Prog_RBC,-4.121646259,-3.660897044
T cell,Treg,6.569121983,3.535306426
NK,NK,8.332291271,-5.759910373
T cell,CD4 Naive,6.120332386,3.760757657
T cell,CD8 Naive,4.41595998,6.976764413
T cell,CD8 Naive,4.188999798,6.4875066
T cell,CD4 Memory,4.832122471,1.058312388
T cell,CD8 Naive,4.027345087,6.139537545
T cell,CD4 Memory,5.85574403,2.849858495
Mono/DC,CD14 Mono,-8.142311428,1.872668596
T cell,CD4 Naive,6.099718239,3.618547889
NK,NK,8.403429653,-5.549715308
Progenitor cells,Prog_RBC,-3.810264442,-3.740930347
Mono/DC,CD14 Mono,-9.614677761,4.201185914
T cell,CD4 Naive,5.572833206,3.263481589
Mono/DC,CD14 Mono,-9.218868587,2.576056453
Progenitor cells,LMPP,-7.389063213,-4.599686412
Mono/DC,CD14 Mono,-8.007889126,3.240642043
T cell,Treg,8.185138848,1.242761942
T cell,CD4 Memory,7.526894238,2.393160315
T cell,CD4 Memory,6.85415807,0.258359017
B cell,Naive B,-1.536411379,-10.7823222
Progenitor cells,Prog_RBC,-3.315965984,-3.820498017
T cell,CD8 Naive,3.228498366,6.004700394
T cell,CD4 Memory,7.2151176,2.54180071
T cell,CD4 Naive,6.064430382,4.271432133
T cell,CD8 Naive,4.36943784,6.997143002
T cell,CD4 Naive,7.539358761,2.416384431
T cell,CD4 Memory,7.624636318,1.457200857
Mono/DC,CD14 Mono,-7.899786327,2.357919665
B cell,Memory B,0.712918546,-10.64479282
T cell,CD8 Naive,3.555201914,2.817121001
T cell,CD4 Naive,6.712451603,4.294958802
Progenitor cells,Prog_RBC,-2.369544122,-1.559548763
Mono/DC,pDC,-10.15182814,-6.436561851
Mono/DC,CD14 Mono,-7.577078197,3.462372037
T cell,CD4 Naive,5.193060543,3.280590268
T cell,MAIT,7.014413025,-1.942711858
Mono/DC,CD14 Mono,-10.05820021,5.806443425
T cell,CD8 Effector_2,5.448199417,-3.044224052
T cell,CD8 Effector_2,4.780150082,-3.142935781
Mono/DC,CD14 Mono,-7.693050239,3.91563222
T cell,CD4 Naive,4.381379273,4.012486668
T cell,CD4 Memory,6.653605606,3.770349236
T cell,CD8 Naive,4.394951966,7.030097218
T cell,CD8 Naive,3.677589562,6.919106217
T cell,CD8 Naive,3.64446583,5.269983979
Mono/DC,CD14 Mono,-9.046666477,3.962109538
T cell,CD4 Naive,4.882561829,3.600912782
T cell,CD8 Memory_1,7.240723278,0.533864262
Mono/DC,CD14 Mono,-6.566491459,2.229638549
Progenitor cells,Prog_RBC,-5.917257641,-4.483410625
Progenitor cells,Prog_RBC,-2.292839382,-3.247458486
Mono/DC,CD14 Mono,-10.12406001,4.582862588
Mono/DC,CD14 Mono,-7.096528385,4.368996354
T cell,Treg,3.230087664,2.332069846
Mono/DC,CD16 Mono,-8.409968708,8.559006425
T cell,CD8 Naive,3.33214226,6.605596276
T cell,CD8 Naive,4.596527245,7.063389035
T cell,CD4 Naive,3.95943084,3.192867251
Progenitor cells,GMP,-7.518291805,-2.589855699
T cell,CD4 Memory,7.513703491,-1.101705102
Mono/DC,CD16 Mono,-8.31565604,8.671866151
T cell,CD8 Memory_1,6.69611993,-0.074063299
T cell,CD8 Naive,3.420947935,2.894313784
T cell,CD4 Naive,5.991665032,4.423619481
T cell,CD4 Naive,5.72549596,4.817460748
Mono/DC,CD14 Mono,-8.900553081,2.580437871
Progenitor cells,Prog_DC,-8.512294147,-5.417080192
Progenitor cells,LMPP,-6.190218303,-5.245044498
Mono/DC,CD14 Mono,-9.524722431,5.161543103
T cell,CD4 Naive,5.657827522,5.02892706
T cell,gdT,8.548981335,-5.904917983
T cell,CD4 Memory,7.638601925,0.759980412
Mono/DC,CD14 Mono,-10.11457476,5.368845673
T cell,CD4 Naive,4.98429456,4.047263833
B cell,Naive B,-1.303802345,-12.5160115
Mono/DC,pDC,-10.12689338,-6.667886047
B cell,Memory B,-0.001813624,-10.55981377
T cell,CD4 Naive,5.235568669,3.205031844
T cell,CD8 Naive,3.661780503,6.5063369
T cell,CD8 Memory_2,-9.572332714,2.06630251
T cell,CD8 Effector_2,4.659094479,-3.229068784
T cell,CD4 Naive,3.091972019,2.106927844
Mono/DC,CD14 Mono,-8.939260814,4.51813242
T cell,CD4 Memory,7.779445317,1.657363268
T cell,CD8 Naive,4.084155466,7.45843813
Mono/DC,CD14 Mono,-9.697651241,3.952012511
Mono/DC,CD14 Mono,-9.893595073,4.243525239
T cell,CD4 Memory,7.958544399,1.244892927
Mono/DC,CD14 Mono,-7.918774936,0.845643135
Mono/DC,pDC,-10.14683184,-6.369516162
Progenitor cells,Prog_RBC,-2.747835014,-3.692086248
T cell,CD4 Memory,7.355889466,0.07973727
Mono/DC,cDC2,-12.36289153,2.95415041
T cell,CD8 Naive,3.545601513,4.914702149
Mono/DC,CD14 Mono,-7.241295669,4.01459405
T cell,CD4 Naive,6.746813919,2.259864541
T cell,CD4 Memory,7.352164891,2.46504757
T cell,CD4 Naive,5.360266354,4.783198567
B cell,Memory B,0.616824623,-11.36190632
B cell,Plasmablast,-3.659632299,-6.005130557
Progenitor cells,LMPP,-6.635673378,-4.746660976
Progenitor cells,Prog_B 1,-6.912153099,-5.989195613
Mono/DC,CD14 Mono,-6.417895172,3.567443581
Progenitor cells,Prog_B 2,-5.899426315,-8.085635452
T cell,MAIT,7.493572857,-2.044244556
T cell,MAIT,5.69056144,-1.473826794
T cell,CD4 Memory,3.663269665,1.258459063
Progenitor cells,Prog_RBC,-2.773344133,-3.67268279
Mono/DC,cDC2,-12.03296218,3.643866034
