celltype.l1,celltype.l2,UMAP1,UMAP2
NK,CD56 bright NK,4.034470338,6.598534905
Mono/DC,CD14 Mono,-24.59816073,-4.885327495
Mono/DC,CD14 Mono,-3.567537767,11.77949604
T cell,CD8 Naive,16.08615686,11.28426345
T cell,CD4 Memory,12.55723192,9.700527989
T cell,CD8 Naive,16.34621336,2.35663911
T cell,CD8 Naive,11.85396482,1.946508967
T cell,CD4 Naive,-3.349673253,3.032552801
B cell,Naive B,-1.344416362,-7.319754757
Mono/DC,CD14 Mono,-16.88601969,-12.92717949
B cell,Naive B,-10.42696188,-16.36575524
Progenitor cells,GMP,-15.14903353,-1.761887468
Mono/DC,CD16 Mono,1.36969896,-3.753878273
T cell,CD4 Naive,11.50437834,-3.938481487
T cell,CD8 Naive,13.11427023,10.48696693
Mono/DC,cDC2,-5.495471936,8.405748688
Mono/DC,CD14 Mono,-24.55869005,-4.905495323
T cell,CD4 Naive,6.264333266,-22.07796494
Mono/DC,CD14 Mono,-5.681185704,10.73223289
T cell,CD4 Naive,0.770330924,5.453843437
T cell,CD4 Naive,6.361372966,3.968481861
T cell,CD8 Naive,7.839183349,3.077779137
Mono/DC,CD14 Mono,-17.82005213,5.192416989
T cell,CD4 Naive,13.1049452,10.47691806
T cell,CD8 Naive,17.55497362,2.77819296
Progenitor cells,Prog_B 2,-1.315593701,-9.188162006
Mono/DC,CD14 Mono,-16.88546084,-12.930257
Mono/DC,CD16 Mono,-3.316088658,4.679990851
Mono/DC,CD14 Mono,-17.55287645,8.143049084
B cell,Naive B,-12.1204891,-14.13515869
T cell,CD8 Effector_2,0.091490764,-25.52322976
Progenitor cells,HSC,-1.915434581,-5.193614639
B cell,Memory B,1.929483659,-8.406463779
T cell,CD8 Memory_1,9.941665191,-3.032898105
B cell,Naive B,-2.265644532,-7.152949966
T cell,CD4 Naive,16.42292978,-6.444502033
Mono/DC,CD14 Mono,0.049681681,24.76113495
Progenitor cells,Prog_RBC,-3.367988568,-4.63814751
B cell,Naive B,2.516839224,-9.874899067
T cell,CD4 Memory,5.063438195,5.407580696
T cell,CD8 Naive,16.30879118,2.317924939
T cell,CD8 Naive,3.210427183,0.315531068
T cell,CD4 Memory,5.718806523,-0.75297264
T cell,CD8 Naive,16.09103014,7.566252075
T cell,gdT,0.797200102,4.294127547
T cell,CD4 Naive,15.23622896,4.67192372
T cell,gdT,2.542067546,6.171808563
Progenitor cells,GMP,-24.52587221,-4.986115135
Mono/DC,CD14 Mono,-20.23020647,12.0654076
Mono/DC,pDC,-3.192673188,-2.014315284
Mono/DC,CD14 Mono,-16.61175249,11.53879627
T cell,CD8 Naive,7.409336108,3.074138962
T cell,CD4 Memory,0.034999985,5.521519505
T cell,CD8 Effector_1,2.549995977,6.163445793
Mono/DC,CD14 Mono,12.17439176,20.84245285
T cell,CD4 Naive,6.469857234,9.070780598
Progenitor cells,HSC,-8.676737767,-6.927325882
Mono/DC,CD14 Mono,-11.28321741,9.601815068
Mono/DC,CD14 Mono,-6.678992253,3.622444712
NK,NK,2.630689818,9.93917545
T cell,CD4 Memory,4.508134383,7.02575668
T cell,CD4 Memory,10.62391664,-4.008957542
Mono/DC,CD16 Mono,1.070682663,-2.741270937
T cell,CD4 Memory,11.75454618,-4.149190105
Mono/DC,CD14 Mono,-15.70790003,3.929281079
T cell,CD4 Naive,23.41652777,-2.780189193
T cell,CD4 Naive,2.321167904,3.585016333
T cell,CD4 Naive,4.600507993,-6.957092441
T cell,CD4 Naive,2.849905986,-14.30908028
T cell,CD4 Naive,17.88688852,-2.632191337
T cell,CD4 Memory,8.866616744,5.929609619
B cell,Naive B,-9.534314138,-16.60690705
Mono/DC,cDC2,-5.72800253,8.223580204
T cell,CD8 Naive,-3.597260457,3.264304005
T cell,CD4 Memory,13.32930567,0.808595142
T cell,CD8 Effector_1,2.1744497,3.70307716
T cell,CD8 Effector_1,5.675813454,24.42086204
NK,CD56 bright NK,4.20118596,0.551467829
Mono/DC,cDC2,-12.06359003,-3.471914448
Mono/DC,CD14 Mono,-8.967083913,4.481978022
T cell,CD4 Memory,13.01356222,0.692699366
T cell,CD4 Naive,12.43414404,-7.184759296
T cell,CD4 Naive,10.6855755,-5.065889515
T cell,CD4 Naive,16.79908659,-2.150213398
T cell,CD4 Memory,11.88358499,-17.27061669
Mono/DC,pDC,-3.686215383,-1.687390245
T cell,CD4 Naive,2.099645618,2.631029092
B cell,Naive B,-2.408765298,-9.398576893
T cell,CD8 Naive,12.2824793,-2.136266149
NK,NK,1.845030221,8.868257366
T cell,CD4 Memory,11.94047739,-4.619744934
T cell,CD4 Memory,5.12637021,6.207038723
B cell,Plasmablast,-20.20481394,12.12927707
T cell,CD8 Memory_2,-10.74879358,-6.684196151
Progenitor cells,GMP,-7.596501332,5.644657933
T cell,CD8 Effector_2,12.84899904,-10.76165882
T cell,CD4 Naive,7.186645049,-14.12842099
T cell,CD4 Naive,6.828238982,-0.757720627
Mono/DC,CD14 Mono,-3.285784227,12.68027671
Mono/DC,CD14 Mono,-3.094672185,-3.16365043
Mono/DC,CD14 Mono,-3.767331582,12.03570922
NK,NK,10.69917299,3.212175213
Progenitor cells,Prog_B 1,-6.173089963,-3.661983169
Mono/DC,pDC,-2.872230989,-2.492014326
Mono/DC,CD14 Mono,-4.335722905,12.5801886
B cell,Naive B,-8.138695699,-3.676876224
T cell,CD8 Effector_1,5.730431098,24.36633667
Mono/DC,CD14 Mono,-20.22858332,12.08919796
Mono/DC,CD14 Mono,0.406943578,8.20613464
T cell,CD4 Naive,18.37580969,5.302214466
T cell,CD8 Memory_2,10.98218157,-0.308139838
T cell,CD8 Memory_2,-8.561816198,22.15128883
B cell,Naive B,-7.561771375,-15.5312616
T cell,CD4 Naive,11.76484587,9.596374356
T cell,CD8 Naive,11.53710939,-0.730580486
T cell,CD8 Effector_1,3.721677083,4.756791674
T cell,CD4 Memory,5.124521989,5.268694245
Mono/DC,CD14 Mono,-3.01820181,-3.17553512
T cell,CD8 Naive,8.648948687,-4.829579986
Mono/DC,CD14 Mono,-16.8729944,-12.92583767
NK,NK,5.53352024,14.80051979
Mono/DC,CD14 Mono,-7.005186063,13.26068958
Mono/DC,CD14 Mono,-1.869620544,19.16535743
T cell,CD4 Memory,23.24607756,-2.813801683
Mono/DC,CD14 Mono,-8.548318845,12.28663715
Mono/DC,CD14 Mono,-5.058920365,3.264877163
T cell,CD4 Naive,14.38993647,7.05041536
B cell,Naive B,-7.390693647,-15.3632547
NK,NK,2.778762657,10.3844498
B cell,Naive B,-7.83934496,-5.529848732
T cell,CD8 Memory_2,3.386505264,6.420707546
T cell,CD8 Effector_2,-8.613599759,22.14494308
Mono/DC,CD14 Mono,-11.28584765,9.585439526
T cell,CD8 Naive,9.511339682,-9.848859943
NK,NK,1.460088211,1.400066458
Progenitor cells,GMP,-5.171202642,1.630208932
B cell,Memory B,2.321879166,-8.034929432
T cell,CD8 Naive,6.147219676,7.040654503
T cell,CD4 Naive,-16.87662409,-12.91521469
T cell,CD4 Naive,8.485928553,1.055076935
T cell,CD4 Naive,5.805418748,-10.18680588
T cell,CD8 Effector_1,3.190120596,0.39294564
B cell,Naive B,-8.073625547,-3.100045837
NK,NK,-0.098482352,4.30523976
T cell,CD8 Memory_1,17.57467558,-3.138725914
T cell,CD4 Naive,-0.474797946,-1.393544592
T cell,Treg,18.16146185,-16.39229409
Mono/DC,pDC,-2.084798795,-3.264557518
T cell,CD8 Naive,17.15191461,-6.699104942
T cell,MAIT,10.51552297,10.97091182
B cell,Naive B,-3.23960064,-10.08944622
B cell,Memory B,0.628421205,-7.230912365
T cell,CD8 Memory_1,4.286363381,-6.67217461
T cell,gdT,6.682518977,-3.550772823
T cell,CD4 Memory,16.16128351,-0.795432008
T cell,CD4 Naive,6.205286521,-8.427702106
Mono/DC,CD14 Mono,-11.21081923,9.787024342
T cell,CD4 Memory,9.24104597,13.44845375
Mono/DC,CD14 Mono,-7.414083463,3.951785408
T cell,CD8 Naive,10.18386366,-1.349780477
Progenitor cells,GMP,-24.62310885,-4.867116131
T cell,CD4 Memory,18.18877508,-16.40254418
Mono/DC,CD14 Mono,-5.115574819,-4.573265709
T cell,CD8 Naive,5.712588567,24.38470253
Progenitor cells,HSC,-9.305799466,-5.955822147
T cell,MAIT,6.550421256,11.15643963
NK,NK,13.1006489,5.984766804
T cell,CD4 Memory,7.518191356,-4.064393677
Mono/DC,pDC,-11.63707731,2.983709894
T cell,CD8 Naive,9.90715887,2.749827825
T cell,CD8 Memory_2,6.989700335,5.230312668
NK,NK,6.696711081,16.88147339
Mono/DC,CD14 Mono,-7.160212499,14.63738807
T cell,CD4 Naive,5.072958964,-4.925619282
T cell,CD4 Memory,9.75694992,-3.688501037
T cell,CD4 Naive,-16.85013483,-12.88366619
Mono/DC,CD14 Mono,-6.957829457,14.53147777
NK,NK,0.909554619,4.078452908
Mono/DC,CD14 Mono,-9.206255895,4.279161059
Mono/DC,CD14 Mono,-0.205470782,10.18896087
NK,CD56 bright NK,-16.86149691,-12.90438286
T cell,gdT,3.638831157,6.74558767
NK,NK,-0.093315583,4.309795223
Mono/DC,CD14 Mono,3.246403951,20.66874298
T cell,MAIT,5.379439134,4.985265099
Mono/DC,CD14 Mono,-2.275959474,-0.792900122
T cell,MAIT,-6.488968831,-9.845799602
T cell,CD4 Memory,7.799653071,-1.571581281
Mono/DC,CD14 Mono,-7.22788046,14.64571842
T cell,CD4 Memory,4.224405784,-4.212104954
Mono/DC,CD14 Mono,-12.72617243,-3.910194076
NK,NK,-1.564579469,1.55653634
T cell,CD8 Naive,14.1562052,0.775641248
B cell,Naive B,-8.095266324,-3.660906948
T cell,MAIT,12.85491087,8.162616097
Progenitor cells,HSC,-2.428399068,-3.744428314
T cell,CD8 Memory_2,5.842375773,12.91753849
B cell,Naive B,4.565185326,-8.474493183
B cell,Naive B,1.696367043,-7.555046238
Mono/DC,CD16 Mono,1.38804813,-3.933320202
Mono/DC,CD14 Mono,12.17983438,20.84814438
T cell,CD4 Memory,9.782557029,10.74306091
T cell,CD4 Memory,10.28085901,10.44588073
Mono/DC,CD14 Mono,-19.07921312,0.147239112
T cell,CD4 Naive,4.455157775,3.759765707
Progenitor cells,Prog_DC,-24.5531988,-4.887504257
T cell,Treg,4.365170258,1.313022219
NK,CD56 bright NK,6.239335078,10.86444553
T cell,CD8 Naive,5.496233958,-5.391594566
Progenitor cells,GMP,-2.767219049,-4.794297374
B cell,Memory B,-3.140255433,-10.15449444
B cell,Naive B,-8.397649747,-3.55781094
B cell,Memory B,5.167949933,-2.37438742
T cell,MAIT,11.51756288,3.532322727
B cell,Naive B,-10.63953779,-4.521941818
Progenitor cells,Prog_RBC,-16.85719393,-12.91433445
T cell,CD8 Naive,5.635678071,24.46260627
Mono/DC,CD14 Mono,-10.75214384,6.647332035
Mono/DC,CD14 Mono,-17.37580011,5.491091572
T cell,CD4 Memory,4.586874265,-4.116469539
T cell,CD8 Memory_2,9.039783973,8.991185986
T cell,CD4 Memory,6.962759036,-3.477728046
Mono/DC,CD14 Mono,-3.08588503,6.566429936
Mono/DC,CD14 Mono,-11.32904909,9.436588131
B cell,Memory B,-11.30902861,-15.40989319
T cell,CD8 Naive,26.59474089,4.328250729
T cell,CD4 Naive,23.34912016,-2.801497377
B cell,Memory B,-24.67144106,-4.765588917
T cell,CD8 Naive,-0.138974649,3.208986126
B cell,Plasmablast,-1.120271188,-5.960609592
B cell,Memory B,2.656133133,-5.4540774
T cell,CD4 Naive,-11.62773226,-2.04808966
T cell,CD8 Memory_2,9.030739802,4.444940649
Mono/DC,CD14 Mono,-10.74460695,0.409893088
Mono/DC,CD16 Mono,0.786399263,-2.480650581
Mono/DC,CD14 Mono,-4.328671914,20.48118194
Progenitor cells,Prog_DC,-6.377996427,-5.416466392
Progenitor cells,GMP,-0.00085507,24.67863258
NK,NK,4.199803609,12.15713771
B cell,Naive B,-3.347002011,-9.989186443
NK,CD56 bright NK,-1.294146281,-1.964602627
B cell,Memory B,-9.54413889,-1.223290838
Mono/DC,CD14 Mono,0.02684297,24.66876205
T cell,CD8 Naive,14.3506222,7.059387051
Mono/DC,CD14 Mono,-7.174253446,3.472410046
T cell,CD4 Naive,16.12718584,-0.213612117
NK,NK,-1.262070399,-3.023821272
T cell,CD4 Naive,8.422330874,-2.079827465
T cell,CD4 Naive,6.402095813,-21.86680809
T cell,CD8 Naive,14.13705732,12.98401245
T cell,CD4 Naive,-16.85153292,-12.90462986
Mono/DC,CD16 Mono,0.664900321,11.18351921
T cell,CD4 Memory,8.660602588,21.33987983
T cell,CD4 Naive,6.434684771,-21.84752861
T cell,CD4 Memory,7.987759608,0.634628184
Mono/DC,CD14 Mono,-2.979901296,10.01280101
T cell,CD4 Memory,6.265409011,10.88091549
T cell,CD4 Naive,6.183523673,-22.03159539
T cell,CD8 Memory_2,5.316703814,-0.561452068
T cell,CD4 Naive,3.187917608,5.888052307
B cell,Memory B,-7.522003156,-2.836751856
T cell,CD4 Memory,6.125469226,1.832121454
T cell,CD4 Memory,6.970617789,-1.097869433
B cell,Naive B,-7.475934964,-4.16277758
T cell,CD4 Naive,0.370733756,2.845172964
Progenitor cells,Prog_RBC,6.229986209,-22.05900589
T cell,CD4 Memory,5.722332257,-0.926921166
Mono/DC,CD14 Mono,1.045653659,8.495493733
T cell,CD8 Effector_2,4.106292266,18.53797516
T cell,CD8 Naive,1.543982405,-18.59289948
B cell,Naive B,-24.63812159,-4.802931465
B cell,Naive B,1.820426974,-6.802374519
NK,NK,-0.909674388,11.0741175
NK,NK,-0.923712951,11.23543438
T cell,CD8 Naive,14.01475431,-2.348254837
T cell,CD8 Effector_2,3.69049694,4.887997471
T cell,CD4 Memory,11.08165075,7.617550694
T cell,CD4 Naive,6.255909938,-22.12373749
T cell,CD8 Effector_2,12.27971365,-6.120495476
T cell,Treg,9.447879332,-0.455553449
NK,NK,2.727694947,10.09589943
Mono/DC,CD14 Mono,-0.949180823,13.23269924
Mono/DC,CD14 Mono,-6.913144094,3.437822424
T cell,CD4 Naive,16.58015444,14.88357147
Mono/DC,CD14 Mono,-20.21013926,12.08393749
T cell,CD8 Naive,9.197718161,4.365440928
Progenitor cells,Prog_RBC,-16.83220003,-12.8940374
Mono/DC,pDC,-4.410845262,-1.466381944
T cell,gdT,10.64604475,-4.009794868
Progenitor cells,Prog_RBC,-16.80273913,-12.86448113
T cell,CD4 Memory,-1.460598689,-0.222709335
Mono/DC,CD14 Mono,-7.362537366,7.37513765
T cell,CD4 Memory,6.248198527,6.948030792
Mono/DC,CD14 Mono,-11.79341791,16.50275692
Progenitor cells,Prog_DC,-24.59630297,-4.839478649
B cell,Memory B,3.756964821,-8.755039371
T cell,CD8 Effector_1,3.685796756,4.915733658
T cell,CD8 Naive,5.493136424,-6.496098198
B cell,Naive B,-2.134313565,-13.11145703
T cell,CD8 Naive,-4.657599431,1.233654999
T cell,CD4 Naive,4.298115987,-7.313651241
Mono/DC,CD14 Mono,-0.013875466,24.73567184
T cell,CD4 Naive,4.077501077,5.529318177
Mono/DC,CD14 Mono,-16.82490824,-12.88097588
T cell,CD8 Naive,11.68821527,-0.612071432
T cell,CD4 Naive,13.83679296,-2.193554558
T cell,CD4 Naive,14.08793928,4.331590735
T cell,CD8 Memory_2,6.979003447,0.910347045
T cell,CD4 Naive,4.525406617,7.027085148
Mono/DC,CD14 Mono,-10.8195505,6.500125729
Mono/DC,CD14 Mono,0.006609696,24.69329437
Mono/DC,CD14 Mono,-6.322273236,14.73718437
Mono/DC,CD14 Mono,0.008473057,7.905534111
T cell,CD8 Naive,13.68145372,-2.499366678
Mono/DC,CD14 Mono,-19.14573763,0.204315804
T cell,CD4 Naive,7.228888053,-14.16582409
Mono/DC,CD14 Mono,-8.484710675,22.15179237
B cell,Memory B,-0.05147956,-10.25347153
T cell,CD4 Naive,11.88042356,-15.65432373
Mono/DC,CD14 Mono,-24.65336321,-4.773017086
T cell,CD4 Naive,16.26463415,-7.056012787
T cell,CD4 Naive,12.14174654,-13.55618302
T cell,CD8 Naive,5.688391465,24.40947136
B cell,Naive B,-6.740968686,-6.348624386
Mono/DC,CD14 Mono,3.61151399,2.56936463
Mono/DC,pDC,-4.377338391,-1.439778484
T cell,CD4 Memory,7.362432975,-1.732652582
Mono/DC,CD14 Mono,-7.4680538,10.9357756
B cell,Memory B,-8.274146062,-3.206877865
T cell,CD4 Naive,6.199485797,8.904735409
B cell,Naive B,-9.04054926,-10.58499543
T cell,CD4 Naive,7.180676955,8.43862518
T cell,CD8 Naive,11.84855463,1.9708279
T cell,CD4 Memory,9.383811492,0.181726538
Mono/DC,CD16 Mono,-3.225023729,4.716927849
Mono/DC,CD14 Mono,-8.597743016,22.1163977
B cell,Memory B,-5.279663068,-9.017428554
T cell,CD4 Naive,4.449683207,-6.38513676
B cell,Naive B,-10.7216091,-11.53492085
T cell,CD4 Memory,14.06404497,12.85865863
T cell,CD8 Naive,15.02375891,4.307750069
NK,NK,4.234835166,14.74944957
Mono/DC,CD14 Mono,-15.75454043,3.902499281
T cell,CD4 Memory,8.687240619,21.31565269
T cell,CD4 Memory,6.239671725,-22.05367485
B cell,Naive B,-8.48226164,-3.459944881
B cell,Naive B,-2.662593347,-9.292609371
Mono/DC,CD14 Mono,-5.630929452,10.75012478
T cell,CD4 Naive,6.301471728,-22.10985581
T cell,CD8 Naive,6.985304374,-13.59351651
T cell,CD8 Naive,15.03548433,4.309382521
NK,NK,5.404989976,14.57272609
T cell,CD4 Naive,7.632915038,1.614063047
T cell,CD8 Naive,6.400898951,-6.74512545
T cell,CD4 Memory,5.848275679,8.37483009
T cell,Treg,7.409185428,0.36193996
T cell,CD8 Naive,15.15961267,4.265166365
B cell,Naive B,-7.119378072,-4.304028667
T cell,CD8 Memory_2,3.242617267,-8.251022495
Mono/DC,CD14 Mono,-3.325789434,13.37801059
T cell,CD8 Naive,10.81446936,2.406561934
Mono/DC,CD14 Mono,-8.544370633,22.18901237
T cell,CD4 Naive,2.285546678,-1.419200577
Progenitor cells,Prog_DC,-1.526006681,-7.085215248
B cell,Naive B,-11.77027319,-14.75010125
Progenitor cells,Prog_Mk,-24.49720858,-5.003810562
T cell,CD4 Memory,4.268720168,0.410163664
Mono/DC,CD14 Mono,-15.67684267,3.934209667
T cell,CD4 Memory,8.715210933,12.87294944
T cell,CD8 Naive,14.95853998,4.452926956
Mono/DC,CD14 Mono,-2.166192514,18.91476616
T cell,CD4 Naive,-8.562491399,22.18628486
Progenitor cells,Prog_RBC,-16.83789919,-12.88262097
Progenitor cells,Prog_B 1,-1.944010478,-5.135058559
Mono/DC,CD14 Mono,-3.35212658,13.2668074
T cell,CD8 Naive,17.94419767,-8.722281612
T cell,CD8 Effector_1,2.975495476,4.612428032
Mono/DC,CD14 Mono,-2.97856949,7.877302967
Mono/DC,cDC2,-5.449087125,8.15633329
T cell,CD8 Memory_1,10.62365629,10.72442516
Mono/DC,CD14 Mono,-9.993202191,7.372143589
Mono/DC,CD14 Mono,-7.474856359,10.87532695
Progenitor cells,Prog_RBC,-24.67267702,-4.73487965
Mono/DC,CD14 Mono,-9.268226606,6.814696633
T cell,CD8 Naive,3.488508719,-12.93559281
Mono/DC,CD14 Mono,-24.73410128,-4.768294491
Mono/DC,CD14 Mono,-16.71399973,5.932292782
Mono/DC,CD14 Mono,-8.584110242,22.2149237
T cell,CD4 Memory,10.58973219,-3.972205318
T cell,CD8 Naive,21.45032789,-2.952030815
Mono/DC,CD14 Mono,-1.280741435,7.655750119
T cell,CD4 Naive,9.570852298,-16.48798958
B cell,Naive B,4.957612056,-2.255267299
T cell,CD4 Naive,18.16344168,-16.42435089
T cell,CD8 Naive,2.907228309,-5.513882316
B cell,Naive B,-5.510741693,-12.43046776
T cell,CD4 Naive,12.12350466,-13.59781281
T cell,CD4 Naive,5.708127517,5.03233894
Progenitor cells,Prog_B 1,-24.68191622,-4.727997459
Mono/DC,CD14 Mono,-10.08936117,5.334525429
NK,NK,2.282857436,6.551880204
B cell,Memory B,-5.394929391,-5.347035087
T cell,CD8 Memory_1,18.83238699,-0.712142862
T cell,gdT,13.2085705,0.856415626
Mono/DC,CD14 Mono,-11.86750982,16.58826812
T cell,gdT,12.8480406,8.15591415
Mono/DC,CD14 Mono,-6.362158757,8.752709233
Mono/DC,CD14 Mono,-6.920557004,2.704264842
Mono/DC,CD14 Mono,12.20234205,20.81597694
Mono/DC,CD14 Mono,-17.4052553,5.457587086
T cell,CD8 Naive,8.655488509,21.30715355
T cell,CD4 Naive,5.677416819,24.41949829
T cell,CD8 Naive,18.35702612,5.307974659
Progenitor cells,Prog_RBC,-24.73936937,-4.697425045
Mono/DC,CD14 Mono,-16.31465815,1.872032486
T cell,CD4 Memory,13.26598074,1.575064026
T cell,CD4 Naive,14.06510069,4.139782749
NK,NK,4.293068904,10.79911598
Mono/DC,CD14 Mono,-11.27914522,2.709384524
B cell,Naive B,2.467528808,-10.15262524
T cell,CD8 Naive,16.76286032,-6.643160976
B cell,Naive B,-8.636905652,-16.45671288
T cell,CD4 Memory,7.421137828,15.03304561
Mono/DC,pDC,-0.45650838,5.022205673
T cell,CD8 Naive,2.256476003,0.874971561
Mono/DC,CD14 Mono,-18.98535441,4.462359034
NK,CD56 bright NK,5.12794115,-3.257328666
Progenitor cells,GMP,0.017799753,24.653097
T cell,MAIT,3.691100019,6.796167218
B cell,Memory B,3.379449862,-9.431561626
T cell,CD4 Memory,15.1138468,8.706089817
NK,NK,6.993247527,-17.13131539
Progenitor cells,Prog_RBC,-19.15159319,0.16800543
Mono/DC,CD14 Mono,-20.21743487,12.08992656
T cell,CD4 Naive,-4.651976567,5.627738796
T cell,CD8 Effector_1,2.93889721,-8.891408123
Progenitor cells,Prog_RBC,-24.71177958,-4.670087017
Mono/DC,CD14 Mono,-15.32238482,-0.847433366
T cell,CD4 Memory,-16.08353518,15.74109539
T cell,CD8 Effector_2,2.269777167,4.392803036
B cell,Naive B,-8.213980657,-2.069306053
T cell,CD8 Naive,-13.70042894,-1.690893329
B cell,Plasmablast,-1.606716376,-6.920499958
B cell,Memory B,-4.224595529,-3.299873985
T cell,CD8 Naive,5.797543305,-10.20438115
T cell,MAIT,9.201094645,3.198881708
T cell,Treg,3.619813222,-1.553517975
T cell,CD4 Naive,15.50489809,-0.294238723
B cell,Memory B,2.852204698,-5.556914486
Mono/DC,CD14 Mono,-5.453609449,8.171396099
NK,NK,4.225906152,14.75404724
T cell,CD4 Memory,5.675500888,-0.41744975
T cell,CD4 Memory,5.824989098,-0.51856748
NK,NK,-1.10353325,-2.53506533
NK,NK,3.700693864,-2.769375957
Progenitor cells,Prog_RBC,-16.82935618,-12.88378636
T cell,CD8 Naive,0.773613232,-0.079906083
Mono/DC,CD14 Mono,-24.78870104,-4.610377945
Mono/DC,CD14 Mono,-9.543711644,7.034335934
NK,NK,3.957187075,6.243320786
Mono/DC,CD14 Mono,-11.87895964,16.57069381
B cell,Naive B,-2.412528497,-0.753837861
T cell,MAIT,9.797867793,10.74320587
NK,NK,4.183594483,6.503339134
T cell,CD4 Naive,-8.578706723,22.16296562
T cell,CD4 Naive,-0.146258575,3.217228256
T cell,CD4 Memory,1.98412712,8.727382981
T cell,CD8 Naive,11.86147406,1.940454446
T cell,CD4 Naive,7.951025504,0.639316567
T cell,CD4 Naive,15.93488314,-1.099248446
T cell,CD4 Naive,-1.182100516,-4.028261818
T cell,CD4 Naive,2.461381245,-1.756738342
T cell,MAIT,9.451754111,10.98877796
Mono/DC,CD14 Mono,-20.20160006,12.07391342
T cell,CD4 Naive,5.805235404,-10.19796769
T cell,CD4 Naive,-16.82396601,-12.8629419
B cell,Memory B,-5.366280538,-4.379863418
NK,NK,4.214376944,12.4140118
T cell,CD4 Naive,7.290306586,-8.5196077
T cell,CD4 Naive,14.13910009,12.98442539
B cell,Memory B,-11.39416025,-15.30039421
Mono/DC,CD14 Mono,-3.524909955,12.0147818
B cell,Naive B,-11.09483622,-15.7003862
T cell,CD4 Naive,2.034280102,-4.155537761
B cell,Memory B,-11.07876013,-11.82505432
T cell,Treg,0.956905025,5.454799973
T cell,CD4 Naive,18.2353964,-16.41972939
Mono/DC,CD14 Mono,-24.92985819,-4.470000423
Mono/DC,CD14 Mono,-24.7792444,-4.580826439
T cell,CD4 Naive,14.04646398,-2.074774421
T cell,CD8 Naive,6.288002509,-22.02973763
T cell,CD4 Memory,11.37840559,5.320820175
Progenitor cells,GMP,-24.78616045,-4.563657917
T cell,CD4 Naive,-0.170984727,-5.167912163
Mono/DC,CD14 Mono,-16.1954851,1.341106557
T cell,CD8 Memory_2,11.77183535,9.599281155
T cell,CD4 Memory,9.584678191,-16.56884018
T cell,CD4 Memory,15.32721235,8.917272412
Mono/DC,CD14 Mono,0.01014747,24.65137275
B cell,Naive B,-2.341350061,5.951763951
T cell,CD4 Naive,9.578688163,-16.68727127
Progenitor cells,Prog_B 1,-9.469405156,-1.173496283
Mono/DC,CD14 Mono,-15.54285906,3.970633589
T cell,CD4 Naive,-1.604518634,9.978368603
T cell,CD8 Naive,5.438410062,9.35546764
Mono/DC,CD14 Mono,-15.40118693,4.063779675
B cell,Naive B,1.881151724,-6.750702537
T cell,CD8 Memory_2,3.717852372,4.993982159
T cell,Treg,5.137887496,-6.668163456
T cell,CD4 Naive,11.85842611,-17.29599778
B cell,Naive B,-10.00008486,-16.53750244
T cell,MAIT,4.313279408,6.746363484
T cell,Treg,6.918808955,13.29966339
T cell,CD8 Effector_1,6.384077567,3.945674502
B cell,Naive B,-12.4292774,-3.75758902
Progenitor cells,Prog_RBC,-14.21555613,-11.3465263
Mono/DC,CD14 Mono,-7.935569745,4.056799494
B cell,Memory B,-11.27123545,-15.46542183
Progenitor cells,Prog_DC,-3.726579648,0.460904323
Progenitor cells,Prog_RBC,-3.686723214,-6.229172863
Progenitor cells,Prog_DC,-2.234469873,-3.204415001
T cell,Treg,5.369112748,-6.629805244
Mono/DC,CD14 Mono,-15.55051134,4.020303332
T cell,CD8 Naive,16.58018114,14.88375362
Mono/DC,CD14 Mono,-8.300689679,4.998160683
B cell,Memory B,-11.58577822,-12.282818
Mono/DC,CD14 Mono,-9.257406217,4.222904049
B cell,Memory B,1.154930312,-12.60422627
T cell,CD8 Naive,6.958335894,0.943575822
T cell,MAIT,4.164630193,10.52452644
T cell,CD4 Memory,11.50468733,7.704342686
T cell,CD4 Naive,6.070564765,9.30179485
T cell,CD8 Naive,6.260712165,-22.06727425
Mono/DC,CD14 Mono,-0.016824466,24.69798835
NK,CD56 bright NK,-16.08103464,15.74271377
NK,NK,0.523023027,6.330570065
T cell,CD4 Memory,5.235097665,-1.349620737
T cell,CD4 Memory,6.267786998,-22.07029549
T cell,CD8 Memory_2,7.646483439,4.94435867
T cell,CD4 Memory,11.50015928,3.551783882
Progenitor cells,Prog_B 1,-1.098200065,-8.137702144
T cell,CD4 Memory,5.10437085,5.461826645
T cell,CD8 Naive,11.63438608,-0.650324382
B cell,Memory B,-0.903796893,-14.9994661
T cell,CD4 Naive,16.55024721,14.86519607
Mono/DC,CD14 Mono,-17.55933474,8.135863625
Mono/DC,CD14 Mono,-8.573195439,22.18401321
T cell,CD8 Naive,10.4492388,-4.677316345
T cell,CD4 Naive,-16.81516741,-12.87678257
T cell,gdT,4.678735513,5.877742134
T cell,CD4 Naive,6.254663485,-22.05890671
Progenitor cells,Prog_DC,-3.695163709,0.410535448
T cell,CD4 Memory,5.373678702,0.39970889
T cell,CD4 Memory,13.25057794,8.406792008
T cell,CD8 Naive,3.540893573,1.804578625
T cell,CD8 Naive,14.71113302,4.942613446
B cell,Naive B,-5.895374757,-7.184898533
B cell,Naive B,-5.311026078,-11.85491673
T cell,CD8 Memory_1,8.904013652,9.282098614
